X,Y,vlm,uv,heat,Salinity,SST,SLP,SP,X_orig,Y_orig,Target_Samples
0.3511830675411998,0.4281779105554635,0.588793359667274,0.3163349267527827,0.9912298431251256,0.7589297059629373,0.7520409761918483,0.2166317816268977,0.2759547112322127,-76.48,38.98,65.05349360026206
0.7322375392369531,0.3833849861620128,0.6185968648737954,0.4035175410745025,0.895790591278963,0.5707442488420235,0.0367897681207981,0.4683868879811836,0.2610331634277406,-76.48,38.98,80.75978352432102
0.4459782339024174,0.0689941355882051,0.5907169217183372,0.0883444612382487,0.7617882968410442,0.7619127789989786,0.5462492937111971,0.4382269992144069,0.1775913163423421,-76.48,38.98,13.74840933902987
0.6283328431609875,0.5282623227985572,0.4308500497666446,0.6913157492179954,0.4299572346883027,0.7968355762463478,0.3373089116791403,0.6196499776512975,0.2616357248035124,-76.48,38.98,32.016158247801044
0.5719200943548838,0.2973155583390562,0.0489907880789798,0.3702267245884153,0.9514739181703108,0.3774478453340552,0.7204617010753721,0.5433575940284177,0.1836872132082658,-76.48,38.98,55.94920058727276
0.5872192451428525,0.8466846614523119,0.3480045053656428,0.4092951500109059,0.0119157374189864,0.2643506457983987,0.2622105698530654,0.4267529551856582,0.2581429370089384,-76.48,38.98,71.77700200576234
0.5916333615276066,0.4634518521462981,0.5946554907639484,0.0980460100624196,0.0051387361937571,0.3651028501536682,0.358697441953141,0.3074571336284951,0.3378621562408551,-76.48,38.98,33.87476071244284
0.4375588620306949,0.2737580499569904,0.4479269541394565,0.0034045154785843,0.9444860168334772,0.5286999488670872,0.9446250806119812,0.3047610529570262,0.465325363487043,-76.48,38.98,31.71558961403912
0.8539171556296016,0.5543616739632304,0.419451128498939,0.3048150877561385,0.0216812823895027,0.7597873096516302,0.1781478637623052,0.3602112271647331,0.2740819512418669,-76.48,38.98,73.74226417955805
0.80364272733249,0.6405854040583204,0.5115737908536206,0.1781726349235437,0.5580927884580914,0.3558737360105253,0.5362652319616906,0.6692916837597725,0.437883333206036,-76.48,38.98,74.46133080730947
0.6232298755319939,0.7663261806796879,0.4984623174001055,0.4114270980850435,0.1380922477740029,0.6713559064506048,0.2332415064894273,0.6826501878280857,0.4698163205330011,-76.48,38.98,24.22700380100934
0.3550658850129551,0.645484770539157,0.4261162448831228,0.1848590699800052,0.0240451807415691,0.7126448057354381,0.0472441985149468,0.4264345876609707,1.0,-76.48,38.98,39.90859838088621
0.2591623614743338,0.7576689841681419,0.5901748115818922,0.0637967623461953,0.0254045744747239,0.2841925806107109,0.0622540622083503,0.5158437213401038,0.581890977735149,-76.48,38.98,87.6809025304454
0.2743109728229505,0.7814230848786126,0.5357740167313769,0.0537857845172687,0.5584444135458075,0.5865479263278771,0.2164269780313408,0.4195268780384029,0.3028251650899859,-76.48,38.98,108.49562230185106
0.6705798227757017,0.2975383776135861,0.6600723356271637,0.4783471754685296,0.4183918089453847,0.974474253112472,0.3451689480314178,0.2917302350930308,0.0635092464565921,-76.48,38.98,59.08951754311804
0.482992417993641,0.6091569996356163,0.3406183415654071,0.0553971828210718,0.0880735882382418,0.8501863144378501,0.1862202795438469,0.464947431536253,0.3646677488083633,-76.48,38.98,56.46017762771784
0.4467061850860145,0.4517561455293319,0.3794556375407608,0.6961245324765968,0.8267225110107299,0.7243619356754452,0.8860871435162171,0.6629102817166936,0.3032446420776208,-76.48,38.98,62.16162102383514
0.4415065358937137,0.4981069457854145,0.2919718588439428,0.2731512173702867,0.352480485314926,0.1784458047934795,0.3841014725087352,0.3711606015768732,0.2552572398842904,-76.48,38.98,87.70615667456212
0.3904830513237864,0.4032045217097302,0.3525560504937983,0.3330739991913591,0.8942748436410165,0.2124265835721496,0.7492330859655052,0.5002694261887695,0.3754012275888869,-76.48,38.98,53.61430952844868
0.4809496743932774,1.0,0.1040708305512711,0.0187395457974305,0.770041152361897,0.2816980398196911,0.9939317181248456,0.2214733435406834,0.1570333140082175,-76.48,38.98,90.57482102420312
0.3974124435040046,0.2894697907789364,0.5104399131241777,0.1344471437841562,0.8808714919159167,0.1054662153538976,0.3345353852631493,0.27850705576633,0.4905593122152306,-76.48,38.98,94.59295759135092
0.4813633087076268,0.7343505545851308,0.4566644694979942,0.0867853337392172,0.3812419405781734,0.4145407213027691,0.8217698769157151,0.5399476831775919,0.3752484159811727,-76.48,38.98,83.4190488442603
0.5766155537581661,0.5572190884512869,0.5051634223934022,0.2651604790846096,0.634308807018431,0.4907547771548548,0.6488880218858903,0.5052592230729358,0.5865256801432341,-76.48,38.98,39.690113119437925
0.7146063037158024,0.6934069201019865,0.7375666650830149,0.3099789494398998,0.1812162517959012,0.6795403482253138,0.4705639470001453,0.8281061127601702,0.1421060784536592,-76.48,38.98,41.96381751428966
0.449497548438596,0.4549406311892673,0.3074520781273137,0.079353057311025,0.0387327018480903,0.3302025022290114,0.930022868268301,0.4100339775748329,0.4819557721662766,-76.48,38.98,87.46289973396136
0.5530660851486443,0.4612097450473487,0.4362141118281903,0.0008818807847189,0.0424484535226416,0.1151942937540125,0.4025296452561448,0.5524761339803825,0.3203710157209854,-76.48,38.98,92.94928177549014
0.2113267627139815,0.4155086908063292,0.4286643393711553,0.1259337629255572,0.0228165767399419,0.453979390107939,0.7072857533951681,0.4389176543145064,0.8029535038490261,-76.48,38.98,55.63372291320872
0.50161858264241,0.4831257322024952,0.7229336154960667,0.1769820042839948,0.8379140917541261,0.5584286772607301,0.8056689722321481,0.3891843484904291,0.3630760543668013,-76.48,38.98,10.023952270330405
0.4006593576506476,0.6055715693300234,0.4566521596664499,0.1572305919936943,0.1843822936610143,0.1011739304834187,0.2375450110865848,0.5207521060752058,0.2918537228659019,-76.48,38.98,56.461752599345566
0.5672486888198954,0.6362954401673976,0.565519644977867,0.2237298825389516,0.0248222496141344,0.2766810719983932,0.8541503715341897,0.5755308710671182,0.5217358947242187,-76.48,38.98,4.955471804683079
0.6273854189059518,0.3873077417133205,0.4083681120668743,0.3034241867108203,0.2600511348496118,0.5498859968975526,0.3504359219217944,0.4749583040619278,0.4558124635481337,-76.48,38.98,45.2764357487234
0.3464378626618307,0.5973066388171349,0.5345014369454189,0.5112733265932478,0.8377334899772144,0.5536369875537867,0.9835014817104382,0.6243151347759264,0.5663706194457458,-76.48,38.98,101.12865071999856
0.461534092144722,0.491219899467599,0.235123949128099,0.3893341367211702,0.7465863219149254,0.873143798757075,0.9887963157039852,0.3669689097885723,0.4636410961299848,-76.48,38.98,84.50691547885806
0.5233937295635119,0.4733871091372816,0.5158193697958029,0.320888455927225,0.9478855205982492,0.4476520760336949,0.2350854030550289,0.3818110758619022,0.568428087023712,-76.48,38.98,55.34229167510888
0.4028278686046064,0.5742090431174953,0.4777171157301695,0.7949650277796456,0.7451148611292282,0.6178479471839065,0.8226369426656138,0.0211087682332198,0.6526830738907228,-76.48,38.98,34.25159326297548
0.5067773701867672,0.5329957819582426,0.694001739406182,0.3033153487580747,0.1788413426741096,0.8038645316948718,0.1409556677090664,0.3404678463455438,0.4310931724344645,-76.48,38.98,40.36403307558204
0.4947825571500701,0.3694268538698923,0.6095292885709651,0.5301577362246715,0.9045755649930644,0.1008822719627092,0.5998501384289799,0.3890224812737109,0.602774125644217,-76.48,38.98,72.11666309231776
0.1667175618432205,0.6186412641112929,0.8568625720620885,0.2002506431582979,0.0072818912011652,0.8171446571284235,0.0862216854433973,0.808400998836358,0.4246089282100274,-76.48,38.98,92.13309348884437
0.5499845792692862,0.6587293782185374,0.5068560932069616,0.1651076529717405,0.4356013444943274,0.2090180260681307,0.8864723227227238,0.5014378935605271,0.5203948694937107,-76.48,38.98,47.2015931906081
0.8767293239587813,0.5081826914713877,0.5136009715510401,0.40666801750349,0.1063650754949478,0.797877043884414,0.6756243187625788,0.4333341698867061,0.7389787699163156,-76.48,38.98,45.13687813920063
0.7481729837696096,0.3913377449870141,0.3717441797110233,0.0660016954129271,0.017578498606875,0.589298893791491,0.2389635873687932,0.6351838767234578,0.534513669553451,-76.48,38.98,32.889549125331484
0.9085414527396491,0.5981732530353456,0.6295974598675077,0.3985957930866047,0.0450824387407076,0.6954535007576729,0.2826302321212703,0.675237777650372,0.5101243841290137,-76.48,38.98,83.19474567866715
0.5054549285361363,0.6226610285365475,0.4933158440272159,0.2046004331645883,0.0019658757658101,0.2773623264449581,0.8337002416945302,0.4560901062465257,0.2230335424682233,-76.48,38.98,81.15181971611841
0.4973942753295886,0.4743228210603916,0.1264667560634665,0.4465804276291389,0.163792312972734,0.3963267614843378,0.492141335673877,0.4595850499320454,0.3922723745189245,-76.48,38.98,46.758851863129735
